;artist_name_lastfm;tra_id;title_lastfm;genre;track_id;artist_name;title;loudness;tempo;time_signature;key;mode;duration;avg_timbre1;avg_timbre2;avg_timbre3;avg_timbre4;avg_timbre5;avg_timbre6;avg_timbre7;avg_timbre8;avg_timbre9;avg_timbre10;avg_timbre11;avg_timbre12;var_timbre1;var_timbre2;var_timbre3;var_timbre4;var_timbre5;var_timbre6;var_timbre7;var_timbre8;var_timbre9;var_timbre10;var_timbre11;var_timbre12
1981;Eluveitie;ecfc6f58-ebb5-43b2-9a98-4350a5dba84a;Sacrapos - At First Glance;metal;TRZFEDV128F932C81C;Eluveitie;Sacrapos - At First Glance;-9.18;140.78;1;0;1;121.18158999999999;47.248451977399995;11.495531073399999;32.1330225989;-8.195954802260001;-21.433146892699998;-34.1994067797;41.2858813559;1.10489265537;46.5127909605;16.5277457627;-6.80002259887;13.7716045198;19.7199935471;790.289406577;218.073252553;289.775765896;282.758162137;170.376975496;160.028359472;149.640612107;220.357527092;86.9367904156;56.989201344099996;264.307599392
1982;Eluveitie;fd35a746-7bdc-4e99-a6d4-9c39d8857830;Calling The Rain;metal;TRNJKAV128F92DD0B5;Eluveitie;Calling The Rain;-3.41;145.064;4;0;1;306.18077;51.7473076063;57.2356319911;22.6892662192;-8.09467449664;-8.53416219239;-33.617189038;10.8320816555;3.9695570469800003;4.33068791946;5.61776174497;0.964093959732;7.261812080539999;68.8989752644;840.754309425;1035.86657233;311.84270202700003;476.07261089;252.398304328;352.905822044;187.51233874599998;201.797257962;134.72308653;113.243779817;211.624515081
1983;Eluveitie;fe7596be-4d0f-42c3-aaf6-84bfb9df2a81;The Song Of Life;metal;TRUKLAI128F425B04C;Eluveitie;The Song Of Life;-4.534;114.831;4;11;0;241.99791000000002;52.7678369176;74.149437276;16.7506487455;-14.2179265233;-14.767944444400001;-34.4751308244;9.26133691756;4.69134946237;-2.9140125448000003;9.604019713260001;-2.26930645161;-1.5116218637999999;10.7829169465;165.427261379;386.693946805;473.693838989;305.315576099;385.95139275900004;233.540984915;135.965416564;108.296026288;98.62862599420001;160.124175517;107.12001983
1984;Emmylou Harris;02efbbf5-8339-42fa-938f-2dcd43634f69;Kern River;folk;TRMZTZV128F4271567;Emmylou Harris;Kern River;-13.341;124.088;3;6;1;240.95302;38.0888588771;-57.022552352;-8.51464188164;-25.783927162399998;-2.0367890743599997;-9.53738391502;-6.65975569044;-2.9993232169999997;10.995447647999999;-2.32824734446;-3.1026889226099996;9.908864946889999;53.114587908800004;2170.82671458;2372.03931846;1655.36895028;1040.5512499;599.482865062;653.8187296140001;470.35466378800004;573.376283813;296.80731875099997;294.950700748;407.69899384400003
1985;Emmylou Harris;840a8800-3e50-4874-9476-023cb8ea9546;If I Could Only Win Your Love;folk;TRALLKT12903CF4912;Emmylou Harris;If I Could Only Win Your Love;-10.972000000000001;111.366;4;11;1;154.90567;42.0366262042;-32.1140096339;22.2547109827;0.641657032755;6.8686165703299995;2.0019383429700004;4.73085741811;-5.623210019269999;4.5029017341;-1.97504431599;0.719562620424;3.76103468208;21.3080241454;1753.36467335;1834.37744168;1821.27899318;736.7723530569999;1149.80895113;661.617973906;488.38338232800004;360.568356035;297.09591158;337.814995371;356.79510986400004
1986;Emmylou Harris;c32976d1-3577-4109-9672-91b3c8f4116f;A Love That Will Never Grow Old;folk;TRCREJV128F1455A4B;Emmylou Harris;A Love That Will Never Grow Old;-12.241;81.422;5;6;1;200.9073;39.3196219282;-58.5201077505;-5.78206049149;-11.727245746700001;-8.53624385633;-8.76407372401;3.8831058601099997;-5.63097542533;11.7836862004;-4.6086899811;0.26537807183400003;15.675372400799999;56.9681393731;1688.1774727000002;2822.22106651;1585.51256771;851.179984907;728.8097775010001;744.435471845;509.84704050000005;359.820075977;310.928549707;262.110246976;337.64797928900003
1987;Enur Feat. Natasja;;Calabria 2007;soul and reggae;TRJZTSJ128F934491A;Enur Feat. Natasja;Calabria 2007;-8.016;126.10700000000001;4;1;1;390.05995;42.0702387364;-6.4708560331400005;-53.935646297299996;51.867283272899996;-11.836726566500001;26.391790781999998;3.89840600725;11.002531330899998;13.4993070948;11.7678705334;1.4907162092200001;-6.67918746763;45.36137363899999;2048.12894271;4020.87486674;8258.18488294;935.629591555;4577.5062218;693.9666643219999;1180.66090425;230.343870812;649.081908986;1028.86623498;222.146772755
1988;Eric Carmen;0107d5b0-e0f0-41ba-bca3-3cf7c568426b;All By Myself;classic pop and rock;TRHMXVQ128F92F37E1;Eric Carmen;All By Myself;-8.1;117.01700000000001;4;7;0;294.55627999999996;43.3495169753;-16.4442808642;38.7830848765;4.02876697531;-12.299138888900002;-8.56076388889;-9.592294753089998;-2.01545679012;-8.392933641980001;-5.757342592590001;4.023526234569999;13.489245370399999;97.794767083;4902.58369149;1298.51129689;1135.01810656;778.3326949310001;817.8419929739999;316.425343023;531.7265329090001;589.543775676;242.097299657;141.86950511;204.71868706799998
1989;Eric Carmen;27907ead-a922-4207-84eb-875ea9458635;Hungry Eyes;classic pop and rock;TRZVLLV128F4288445;Eric Carmen;Hungry Eyes;-11.276;110.51100000000001;4;0;1;241.8673;42.3532717241;68.0714827586;-12.2069227586;-6.61365931034;7.993318620689998;-15.3910841379;13.0093006897;-2.67801103448;6.2575117241400005;1.1186662069;-5.03907172414;-0.731968275862;31.413733955100003;1268.83601817;1580.16329753;769.4515425469999;655.706069464;956.135409961;352.38132981300004;268.29325708700003;233.71877481;265.792559387;189.21520797;185.284561576
1990;Eric Carmen;27907ead-a922-4207-84eb-875ea9458635;Hungry Eyes;classic pop and rock;TROUKZL128F92F37FE;Eric Carmen;Hungry Eyes;-7.077000000000001;123.175;4;0;1;295.31383;48.619472906400006;83.1844384236;16.4147130542;-4.311439655169999;-0.361354679803;-20.445248768499997;3.67031403941;1.11065270936;4.74843349754;5.52870689655;-0.8540061576350001;8.003692118230001;7.95026927636;627.039827626;2158.12229805;543.259392771;493.19819037199994;373.742928226;399.66212251300004;154.07264734700001;285.052208135;168.845102131;151.669322876;187.76934079900002
1991;Eric Carmen;bb26dcdf-ec2c-4569-bc1a-adf6ad4a3612;Make Me Lose Control;classic pop and rock;TRKQBBV128F4288447;Eric Carmen;Make Me Lose Control;-10.211;109.005;4;4;1;284.99546000000004;41.4172134956;28.0356006637;-1.79763053097;-1.2676515486700002;-5.49242809735;-7.8034170354;5.715559734509999;-5.763286504419999;1.31322787611;1.1745210177;-1.44717035398;2.57842588496;52.539720386899994;1933.8781225000002;1931.61480166;1146.81711234;679.675380397;776.126233208;442.836488974;502.229612835;282.726904455;334.455543429;239.49762302599999;222.41636120200002
1992;Eric Carmen;bb26dcdf-ec2c-4569-bc1a-adf6ad4a3612;Make Me Lose Control;classic pop and rock;TRQTPZY128F92F37F9;Eric Carmen;Make Me Lose Control;-7.522;113.325;4;4;1;362.47465;46.8734321224;79.02608795409999;34.8281500956;-2.07515869981;5.47128776291;-17.5580344168;-4.23884703633;3.7259541108999996;-1.2302227533499999;5.03448565966;-0.10242638623299999;8.25646271511;21.4721534595;1114.59363788;2280.86879009;725.619655084;694.819764878;319.721361607;565.307753466;288.61864752400004;404.96033984;203.80646601700002;118.59788867700001;220.128943509
1993;Eric Dolphy;cbb02394-4eb0-4120-a2bb-48046a82a26a;God Bless The Child;jazz and blues;TRVYQBP128F424C8EF;Eric Dolphy;God Bless The Child;-23.428;67.645;1;5;0;428.69505999999996;26.592527046799997;-55.736233918100005;33.3574576023;-7.42603508772;-0.5185862573100001;-4.07425804094;10.3449817251;12.3407171053;-19.1670891813;1.0593238304100001;-4.96934137427;3.8266783625699996;81.8475208677;4818.16557264;5315.07910215;3194.24225514;1042.1548338;1146.45038187;955.1499616389999;692.969848905;521.498096013;396.004493889;335.161840327;492.919717714
1994;Eric Roberson;2665c40c-6945-45c4-add5-7ece6f45794f;Softest Lips;dance and electronica;TRELRWI128F92F38F1;Eric Roberson;Softest Lips;-10.238;144.151;4;3;0;271.62077;36.7220254335;42.169812716799996;-51.566084393100006;-16.4428289017;28.0154369942;-8.14646589595;-22.305594219699998;-4.35289017341;-7.955763005780001;-3.38083121387;0.681390751445;2.0286080924900003;42.344713308;2503.12405236;3251.17084232;4020.70535503;1496.65961017;1166.991787;832.3610276789999;660.272587016;462.928776389;374.75687236199997;560.691059591;419.149216181
1995;Erik Truffaz;32787f34-f57d-4c9e-a1dc-13e9141be3ae;Bending New Corners;jazz and blues;TRNQDCP128F14613EE;Erik Truffaz;Bending New Corners;-11.478;179.34099999999998;4;8;1;480.33914000000004;39.3795589963;-34.1889786439;-14.9310630005;6.1359690336399995;-7.84975707421;-17.886516284000002;10.5133977576;0.0698772023492;-5.7594143086;0.954620928991;2.19149652963;4.4053790710100005;55.0810064836;4162.60833966;2968.4845732;1586.50970339;1035.90694961;1160.22019993;1381.86809232;722.027495936;439.690128249;391.951732005;329.087083002;365.79550446699994
1996;Erik Truffaz;4ce12570-3a0e-4241-acfd-eed82a24b29d;Yasmina;jazz and blues;TREJDZY128F1461B31;Erik Truffaz;Yasmina;-16.179000000000002;127.311;4;7;1;249.7824;35.2569938272;-131.916438272;25.770654321;2.14172067901;11.4426929012;-4.50751388889;20.3092145062;-3.08715740741;-17.5083904321;-3.30935185185;5.5287253086399994;16.5134737654;56.908013033900005;2611.12184839;6196.89090359;1685.20325378;730.0716468669999;1308.36952026;504.954104246;440.274216543;313.306416525;279.74297196;320.548039403;345.344378487
1997;Erik Truffaz;598d4b8c-9710-4b3c-964c-2edad7219a56;Sweet Mercy;jazz and blues;TRATOFA128F14613F1;Erik Truffaz;Sweet Mercy;-9.071;166.06900000000002;4;8;0;494.62812;40.994013658;-83.38596496439999;-5.236362826600001;15.169198337300001;9.011272565319999;-6.5274138954900005;2.69542220903;-18.8753557007;-9.72035035629;-15.777216745799999;5.260146080759999;11.268800475099999;26.6802728163;4468.91523446;4121.80928581;1514.65964066;807.293930748;924.8954613010001;918.80985558;922.224305732;542.071758219;546.835198872;254.89513923299998;229.40645805900002
1998;Erik Truffaz;6791199e-20c3-4b06-832a-2103af66595b;Arkhangelsk;jazz and blues;TRUWPFW128EF33FC49;Erik Truffaz;Arkhangelsk;-12.814;95.743;1;9;0;220.49913999999998;35.767255287;-82.64903776439999;-20.8235135952;28.0323776435;-5.73193957704;33.9965649547;22.283374622399997;-5.38324320242;-2.66788821752;-11.7359939577;-8.540569486399999;4.93309969789;48.2686913382;7220.80958005;5320.26710962;3930.84564566;1331.52106544;4557.77962164;873.993423848;1813.49528178;410.92130057699995;1206.32300695;932.74983539;552.836934996
1999;Erik Truffaz;d8b829bd-bf57-4f47-ba37-c62b0db29a98;Betty;jazz and blues;TRWHJQL128F426A121;Erik Truffaz;Betty;-27.709;92.76799999999999;1;7;0;102.84363;26.7044464286;-62.5942678571;167.319794643;24.5003839286;39.1673482143;6.1580625;4.40699107143;7.74644642857;-38.5600178571;-0.135901785714;1.58991071429;1.8939196428599998;26.1476738543;3662.09759259;4690.2614097;2993.9703971999998;563.546550566;1164.44281097;657.2025706869999;724.586373051;393.360693589;576.053665928;541.018101331;409.311343127
2000;Erma Franklin;428d58d8-d79b-42c7-8782-5a7fd7aa1f46;(Take A Little) Piece Of My Heart;classic pop and rock;TRLSZNN128F92DF889;Erma Franklin;(Take A Little) Piece Of My Heart;-7.321000000000001;160.336;4;3;1;152.842;44.459716946;19.825134078199998;49.7743482309;15.1792160149;-22.034813780300002;13.6934469274;4.60006517691;1.95676536313;17.5497709497;3.29616014898;-4.37041527002;14.3791191806;44.038036802600004;1996.59775974;2356.13512557;2029.84002075;653.293385172;1245.97024048;662.264143625;420.925849405;400.11624662;271.667119572;383.286697193;384.523307874
2001;Erma Franklin;99b7e978-e259-4aa5-8f4b-00b043da4d54;Piece Of My Heart;classic pop and rock;TRLUZCP128F9307760;Erma Franklin;Piece Of My Heart;-10.104;164.007;4;8;1;154.17424;41.4993417266;29.8955395683;-2.85165827338;-1.5989820143900002;-14.605897482;8.64243705036;6.38074100719;0.016841726618700002;15.6746223022;2.4692248201400004;-5.55594784173;10.839933453199999;43.3018681458;1872.5903624000002;2404.29998248;1595.15774248;647.5097870559999;1329.74753361;632.076570397;404.205719648;372.44898224900004;294.60832176099996;389.84058228;382.50483544
2002;Erma Franklin;99b7e978-e259-4aa5-8f4b-00b043da4d54;Piece Of My Heart;classic pop and rock;TRMITIY128F932A6ED;Erma Franklin;Piece Of My Heart;-10.253;163.88;4;8;1;154.87955;41.2466243292;33.4582432916;12.1932486583;5.17804830054;-34.8962987478;11.244608229;8.06713059034;0.7776797853309999;19.5051305903;5.151248658319999;-5.90641681574;12.7278801431;47.8178435047;1860.93991293;2356.95433702;1699.22908218;664.0041114009999;1383.20065266;648.767899831;407.634322955;390.109561985;272.73567628;363.575528186;373.553244778
2003;Erykah Badu;02c37962-2bcc-4efd-a6fb-654ffb3d39ee;Drama;soul and reggae;TRNDZCL128F427DDFA;Erykah Badu;Drama;-7.9;86.052;4;4;0;362.57914;36.1437599705;-29.3890967504;-71.254176514;12.44616839;-26.3400088626;-10.2441189069;-1.3747341211200002;-8.52070236337;13.6892946824;5.22141506647;6.14182348597;-6.9995258493399986;61.5241366891;3451.97502576;3572.06914609;5773.82355172;1323.8726522;1711.44043763;847.876904009;1051.00376573;503.12907797599996;344.205575707;571.461848377;382.553368873
2004;Erykah Badu;13978bbd-f942-4828-9961-aaecb288a1f4;The Cell;soul and reggae;TROQETL128F4267337;Erykah Badu;The Cell;-6.245;106.96;7;7;0;260.88444;47.2545277778;35.863937276;-9.754200716849999;2.28138261649;8.10509408602;4.76183781362;-4.9951818996399995;-0.935065412186;4.9474955197099995;-1.23140322581;-2.4149193548400003;0.7433154121860001;23.7572197259;2615.97252357;1678.53046727;2259.86903211;712.313946904;1775.0046688;672.3305675290001;1030.77920055;548.210791721;543.245052676;424.56555250099996;268.325485279
2005;Erykah Badu;1ce49cd0-5b56-4e70-acbb-acbcd1b1b463;Hey Sugah;soul and reggae;TRLILQK128E078F96D;Erykah Badu;Hey Sugah;-13.869000000000002;63.805;3;8;1;51.43465;34.0873214286;-63.3790535714;-45.23060267859999;-0.9173928571430001;-7.13214285714;-6.18942410714;33.096446428600004;-4.94479464286;3.85610267857;4.91117410714;-7.46540625;-5.37805803571;75.19435654850001;2302.82817323;2297.36467832;2848.93102035;580.431445444;1314.45804065;726.3511090689999;475.534395342;320.119998967;492.96323459900003;383.349799554;312.58960277799997
2006;Erykah Badu;27f31cf5-6398-4c3b-94d3-678d30be1b4e;Bag Lady;soul and reggae;TRBJQDI128E078F973;Erykah Badu;Bag Lady;-10.167;151.059;5;5;0;347.37587;39.642051046;-9.564100418410002;-31.288401673600003;-5.5817573221800005;-2.26674309623;7.4305372384899995;-25.1422133891;-1.1588359832600001;6.6049707113;0.7186510460250001;-2.7835062761500002;-6.41956820084;58.3671592434;3131.63178535;4161.85396144;3553.71966244;1423.87535757;1921.91334643;1080.366823;878.7952383710001;785.997831433;442.697407626;505.86210498099996;767.590862363
2007;Erykah Badu;27f31cf5-6398-4c3b-94d3-678d30be1b4e;Bag Lady;soul and reggae;TRSONAO128E078F976;Erykah Badu;Bag Lady;-8.445;112.459;5;1;1;248.86812;41.7714;10.892580198;-5.71345742574;10.7398663366;16.751890099;-1.13250594059;-12.9426148515;-1.7703762376199998;18.012787128699998;7.944690099010001;-3.6752376237599997;-13.7283217822;47.4888981826;2118.24603458;5232.50737316;4082.30798107;1595.92823195;1614.35600277;1646.48194986;587.773628494;559.488419354;338.675524168;572.860268803;477.260111775
2008;Erykah Badu;2ee4405b-3666-42a4-9423-6c6a3c1c0016;Reprise;soul and reggae;TRJEXAE128E078DF1F;Erykah Badu;Reprise;-16.202;165.054;4;2;1;135.36608;33.5004877127;26.431920604899997;-39.7804234405;-6.987466918710001;8.83431379962;-8.92651795841;-11.983956521700001;10.0306181474;21.034308128499998;11.6196143667;-4.096300567109999;-5.66747826087;41.7655460154;4279.29182569;3453.18796052;2194.77184614;1607.90667282;1435.02052114;1185.06821953;1213.29273825;464.500858811;614.50798342;456.235397881;447.772412775
2009;Erykah Badu;3065c216-afab-4a18-8bb1-c5098cd4d3e2;Ye Yo;soul and reggae;TRFEFWB128E078DF21;Erykah Badu;Ye Yo;-9.76;108.24700000000001;4;1;1;299.07546;40.8440575693;29.042533049;-4.16852985075;-7.23230383795;24.1925906183;-9.83834434968;-31.5249264392;-1.4988891258;21.7284147122;8.147294243069998;-3.5258646055400003;0.755540511727;44.743274794099996;3542.81227158;5005.26782144;3351.59268754;1797.44803408;1232.75890912;1513.06705335;506.05598681699996;557.159428601;295.14402972799996;486.630105179;723.903996848
2010;Erykah Badu;38c29429-f8f3-472c-aff6-015b2542627b;Twinkle;soul and reggae;TRVNBVJ128F4267338;Erykah Badu;Twinkle;-9.115;123.73899999999999;5;4;0;416.7571;42.9065509153;-13.4282305492;-7.61466475973;5.48210240275;-11.7973935927;-13.522712242599999;12.4661081236;6.70456578947;6.9379628146500005;2.84868649886;-1.14646224256;-0.510928489703;38.2047666673;4947.40163633;2642.52894108;2102.87130115;1124.62795667;1511.52642462;1698.08309994;907.6240531469999;503.355419164;434.923799189;393.651343271;396.008530265
2011;Erykah Badu;3fb8283a-8923-40b6-838d-45a76e381c18;My People;soul and reggae;TROVPQL128F4267331;Erykah Badu;My People;-10.554;135.004;1;7;1;204.95628;40.3939828571;-46.3287557143;-12.856760000000001;-1.25465428571;14.4066;-22.2561071429;28.0668471429;5.34856428571;10.5553371429;6.25153857143;-5.77375;12.3714871429;31.019092114;3613.44556825;4283.04282375;2540.62722783;2644.47841311;1187.55103015;1252.1668059;695.6385209489999;428.649689249;345.973106946;323.380721322;459.93134780400004
2012;Erykah Badu;4fa7efc8-96da-46f0-8e8f-cd59005361ba;Honey;soul and reggae;TRXQTYH128F427B166;Erykah Badu;Honey;-7.903;140.055;4;11;0;260.17914;45.4776084291;10.2050291188;-16.1723662835;25.587830651300003;-33.869163984699995;-14.8538666667;28.600125670500002;6.81116551724;25.4630628352;15.6059923372;0.329462835249;-1.4916689655200002;23.526813596100002;1558.94628978;2982.92626761;1605.92524158;1318.46912281;1155.0887483;1266.67663058;473.375729522;799.5410539039999;369.79525436;411.218974414;549.716312343
2013;Erykah Badu;616baa9f-4f55-4bdc-bd7c-fc6611350944;I Want You;soul and reggae;TREBGAA128E078FC52;Erykah Badu;I Want You;-11.774000000000001;85.176;3;7;1;653.13914;36.9050525662;-38.781679635799996;-46.6171088576;-5.625778973509999;9.89364155629;-4.053883692049999;-3.8722007450300002;9.10550538079;15.1044557119;6.98556539735;-3.9705140728500004;3.81270198675;72.0796457493;6087.22685388;4674.27879474;3350.05792518;1415.0124851;1638.09833241;815.3549139180001;1790.13088094;562.270433166;659.321421749;531.850198094;607.215961339
2014;Erykah Badu;64f7b015-604f-4fe8-8cc2-86ce56a55528;Next Lifetime (Interlude);soul and reggae;TRGEOYT128F14AEB52;Erykah Badu;Next Lifetime (Interlude);-15.444;39.3;4;1;0;90.30485;30.2542673267;70.8872244224;73.0813333333;16.9694785479;28.760448844899997;1.13575907591;-5.41278547855;6.31574587459;-6.95458745875;5.1554620462;-5.89315841584;0.0350693069307;104.07420294799999;5078.14701549;6609.53116656;2773.17715491;1025.61315629;1181.81497441;2161.79245168;717.763486553;857.542524612;647.484578143;373.942822747;547.900598725
2015;Erykah Badu;79b3ec7c-62c8-4e77-bf02-f7a890c1be03;Master Teacher;soul and reggae;TROQTGM128F426733C;Erykah Badu;Master Teacher;-8.008;67.92399999999999;4;1;0;407.77098;42.99048501;-1.70295669554;-32.4571212525;-9.78837508328;6.09911992005;-11.0414956696;-8.20937041972;-4.5955109926699995;15.539309127200001;5.2190333111300005;-2.36166822119;2.3843071285799997;42.6615631185;5226.17845123;5004.67319947;3069.9571156999996;1812.81749821;1220.89715826;1129.07471802;876.879876468;487.667604695;473.232899795;531.4441584;481.79184723199995
2016;Erykah Badu;8633e818-f4fc-4d30-a344-be8490f30c94;A.D. 2000;soul and reggae;TRGOOOR128E078F970;Erykah Badu;A.D. 2000;-12.117;136.33;4;2;1;291.68281;37.6537865731;-26.9886362725;-59.4592084168;-23.849645290599998;1.52065931864;-13.3296052104;-9.304521042080001;-5.06819438878;9.918745490980001;0.140563126253;-3.5471803607199996;0.976473947896;49.2550061178;2228.79957191;1934.85358974;2496.49342222;1090.41065821;1095.05667287;1070.75947639;490.42924548300005;476.84481635;301.328459158;322.992639509;604.2659589269999
2017;Erykah Badu;88b3e5c7-0009-4b9f-aab0-e8f672f21360;That Hump;soul and reggae;TRRMGWC128F426733E;Erykah Badu;That Hump;-7.476;143.59;4;1;1;324.64934;43.6776964725;9.609806398689999;-52.4229146842;-11.103383921199999;15.586019688299999;-7.049905660379999;-4.44007793273;-3.83827235439;14.6249860541;-8.966570139460002;-2.8083256767799996;14.0253872026;46.3150069235;4049.08960794;3040.71432739;3060.5783489;1378.17204264;1278.75814117;1119.75112137;933.003189268;477.11675136599996;627.9017354590001;436.919522231;594.714709871
2018;Erykah Badu;926bae47-f07c-4ae0-b500-435240191eb8;Me;soul and reggae;TRLBEFW128F427AB17;Erykah Badu;Me;-9.568;190.24099999999999;7;11;0;336.45669;43.3642467082;16.221952183;-25.5977456687;-20.819721413699998;33.6497151767;-11.8005744976;-18.0549196119;-6.08349064449;-5.90688634789;-5.65993208593;-6.39553915454;-1.21475259875;40.9656284395;2118.75245684;8756.27958601;3056.58908738;1698.19843039;882.9604499769999;855.1829681319999;541.872523015;455.890936065;327.215681991;435.912936865;381.68169088900004
2019;Erykah Badu;a6b80fb5-3bc8-4bc9-8084-2f1bc07b2e83;Apple Tree;soul and reggae;TRVERRQ128E078DF20;Erykah Badu;Apple Tree;-10.892999999999999;100.206;4;11;0;244.94975;37.812867052;34.290417341;-9.12413410405;-5.491835838150001;7.5576150289;-10.6978450867;-19.1737560694;1.12531676301;12.6733387283;8.23885202312;-1.4896254335299999;-2.06014219653;78.9102670309;3570.63075537;5183.80008825;2703.09728466;1670.4099890999998;1021.23974975;1277.66202421;646.000291886;459.12034548400004;315.527214635;362.441247004;628.971359375
2020;Erykah Badu;ac219889-3763-4439-82ef-72b0fbd9ea53;Certainly;soul and reggae;TRPWQKH128F9306D12;Erykah Badu;Certainly;-8.886000000000001;159.469;5;5;0;418.11546;41.3028097595;34.1770049505;-10.7687277228;-7.80514851485;5.2410106082;-15.9198521924;-10.407594766599999;3.1775007072099997;14.101237623800001;8.46306506365;-5.29252545969;-10.3417857143;58.60539528979999;3776.9468604999997;4657.47758008;2455.42175994;1439.00346759;1083.76130207;1175.15784772;532.685637937;556.622671306;386.951291461;359.34476251;549.361830962
2021;Erykah Badu;ac219889-3763-4439-82ef-72b0fbd9ea53;Certainly;soul and reggae;TRBLOWV128E078DF24;Erykah Badu;Certainly;-8.847999999999999;159.715;5;8;1;418.11546;41.2898363374;33.747736842100004;-11.4072703677;-7.2606445566;5.1053590483099995;-16.0929055516;-9.52637923576;2.8876517664;13.5769343908;8.18899423216;-5.18076640231;-9.96156380678;60.4845870006;3850.01221411;4588.77901;2537.1243612;1426.54862212;1071.31063597;1175.59137483;538.183801541;556.298293299;373.685765869;369.42330558199995;542.45329658
2022;Erykah Badu;ae9ef5ec-6b38-46c6-a665-4f7961ca51a9;Appletree;soul and reggae;TREDMJX128F427DE01;Erykah Badu;Appletree;-10.585999999999999;96.87799999999999;4;2;1;180.94975;42.2582728636;-1.3537721139399999;17.5823178411;-3.0210000000000004;17.822371814100002;-11.733028485799998;-4.28207646177;-0.38504647676200005;2.5063808096;-0.685905547226;-2.4804302848599997;4.0202698650699995;30.4181803094;3123.09884205;3807.64800198;1738.5308714999999;1313.05370279;666.55378147;728.15138127;561.330670788;393.504300149;266.57116964200003;246.963316698;431.74798327599996
2023;Erykah Badu;ae9ef5ec-6b38-46c6-a665-4f7961ca51a9;Appletree;soul and reggae;TRJHFXC128F427DE00;Erykah Badu;Appletree;-11.261;189.755;4;4;0;273.03137999999996;38.2355173333;4.26183111111;-52.79780444439999;7.2509671111100005;-19.280616888900003;15.643704000000001;-10.1556835556;-5.604943111109999;9.548402666669999;2.72691377778;-1.45945511111;-0.302314666667;42.5847553164;3105.38020557;3421.54170023;3803.9717530000003;1078.98397531;1792.53631251;916.847314828;781.686610727;462.602324081;424.8332416999999;498.834778484;434.372743405
2024;Erykah Badu;b7b4ba94-6405-4ed0-90f6-310319c62801;Rimshot (Intro);soul and reggae;TRBQGVB128E078DF1C;Erykah Badu;Rimshot (Intro);-8.712;138.334;4;2;0;230.19057;41.0662016925;30.971748942199998;-21.8955585331;-0.352887165021;10.4263963329;-10.2459760226;-12.266606487999999;2.12494640339;17.5887334274;6.39449506347;-0.195509167842;3.10846685472;36.8636603557;3456.65744189;6072.79422518;3602.92735805;2223.90848183;1470.66992147;1237.41215968;504.48895520699995;349.25686113800003;319.657347491;565.78328216;380.548607721
2025;Erykah Badu;c03b005d-5570-45e7-915f-9a7e26c4e929;On & On;soul and reggae;TRBVRFY128F93456B1;Erykah Badu;On & On;-7.792999999999999;160.71;4;11;0;225.72362999999999;42.38665311;-21.431714114800002;6.0192667464100005;11.966156698599999;-47.220899521499994;1.78635167464;-2.39121770335;3.89547129187;28.1589916268;13.6291184211;0.60418062201;-0.356864832536;22.7181893294;2355.78023963;3776.18819363;4636.53905164;1088.2639898;1494.89225589;937.0832647130001;526.255062716;495.910504004;418.242465944;487.84823772;430.262185024
2026;Erykah Badu;c03b005d-5570-45e7-915f-9a7e26c4e929;On & On;soul and reggae;TRDTXNP128E078DF1E;Erykah Badu;On & On;-8.537;153.644;4;2;1;330.47465;43.4830943245;34.764793765;-9.74675379696;-1.15684492406;9.640213429260001;-15.313874500399999;-7.10164668265;4.8196059152699995;18.2202765787;8.41944044764;-2.53602877698;1.5092933653100002;26.850222026300003;2236.44240921;3909.42135554;2693.55122072;1082.70733171;1192.1746062999998;916.6848233999999;488.05860835699997;397.65699582300005;335.92109363599997;391.171410116;449.465489582
2027;Erykah Badu;c2ed5409-3750-43b9-943e-814cfed44b6d;Think Twice;soul and reggae;TRAMYBB128F424D86D;Erykah Badu;Think Twice;-9.494;88.976;4;3;1;182.04689;38.5611697613;21.6032427056;-43.954807692299994;11.6497175066;-0.98699734748;-10.4915198939;-6.0649867374;-12.996222811700001;8.25926790451;1.9787785145900003;1.04323474801;-2.17240583554;30.4010799394;2950.17190933;4288.01824313;3694.07082628;1336.55950134;1613.55967503;1017.52769936;1155.93699065;422.885539941;519.527733939;538.895856081;313.775933623
2028;Erykah Badu;d1620a0e-d36a-48b1-b338-b90de8af42cd;Danger;soul and reggae;TRGYRMA128E078FC55;Erykah Badu;Danger;-10.162;88.95100000000001;4;11;1;348.96934;40.2317254902;46.2824082633;-13.6558221289;5.94666386555;14.3484215686;-2.67253151261;5.951254201679999;6.64235994398;6.464162464990001;15.2986491597;-9.40546568627;2.8043277310900003;42.6986226879;3135.49535947;4339.42599009;4081.01702288;1248.53048318;1655.67736733;1000.60320367;650.139870305;487.15083829599996;503.84614836099996;641.508417385;395.12171796300004
2029;Erykah Badu;d4e87ca9-e4c4-4930-86a5-55b4842a7faa;Next Lifetime;soul and reggae;TROMOTR128E078DF27;Erykah Badu;Next Lifetime;-10.099;73.384;4;1;1;724.94975;41.2740703189;34.7783736713;6.162417007359999;-5.286862632869999;10.669058462799999;-13.1507179068;-6.91534914146;3.3287432542900004;14.3575670482;7.316174979560001;-3.22768438267;-0.157319705642;41.5867045126;3044.1910015999997;4931.18837144;2488.47899022;1791.14822988;1086.14185357;1605.27186729;457.43299510199995;640.814922932;330.473527784;410.87581390699995;517.714659842
